Line,Source,Target
Red_2N,223,276
Red_2N,276,451
Red_2N,451,50
Red_2N,50,300
Red_2N,300,422
Red_2N,422,329
Red_2N,329,405
Red_2N,405,331
Red_2N,331,433
Red_2N,433,32
Red_2N,32,24
Red_2N,24,21
Red_2N,21,15
Red_2N,15,241
Red_2N,241,163
Red_2N,163,156
Red_2N,156,144
Red_2N,144,137
Red_2N,137,127
Red_2N,127,123
Red_2N,123,113
Red_2N,113,436
Red_2N,436,93
Red_2N,93,84
Red_2N,84,79
Red_2N,79,60
Red_2N,60,34
Red_2N,34,246
Red_2N,246,323
Red_2N,323,234
Red_2N,234,299
Red_2N,299,244
Red_2N,244,393
Red_2N,393,306
Red_2N,306,447
Red_2N,447,251
Red_2N,251,210
Red_2N,210,325
Red_2N,325,380
Red_2N,380,171
Red_2N,171,204
Red_2N,204,309
Red_2N,309,279
Red_2N,279,296
Red_2N,296,389
Red_2N,389,347
Red_2N,347,264
Red_2N,264,432
Red_2N,432,418
Red_2N,418,412
Red_2N,412,340
Red_2N,340,401
Red_2N,401,441
Red_2N,441,381
Red_2E,445,379
Red_2E,379,76
Red_2E,76,71
Red_2E,71,70
Red_2E,70,317
Red_2E,317,227
Red_2E,227,165
Red_2E,165,400
Red_2E,400,223
Red_2E,223,276
Red_2E,276,451
Red_2E,451,50
Red_2E,50,300
Red_2E,300,422
Red_2E,422,329
Red_2E,329,405
Red_2E,405,331
Red_2E,331,433
Red_2E,433,32
Red_2E,32,24
Red_2E,24,21
Red_2E,21,15
Red_2E,15,241
Red_2E,241,163
Red_2E,163,156
Red_2E,156,144
Red_2E,144,137
Red_2E,137,127
Red_2E,127,123
Red_2E,123,113
Red_2E,113,436
Red_2E,436,93
Red_2E,93,84
Red_2E,84,79
Red_2E,79,60
Red_2E,60,34
Red_2E,34,246
Red_2E,246,323
Red_2E,323,234
Red_2E,234,299
Red_2E,299,244
Red_2E,244,393
Red_2E,393,306
Red_2E,306,447
Red_2E,447,251
Red_2E,251,210
Red_2E,210,325
Red_2E,325,380
Red_2E,380,171
Red_2E,171,204
Red_2E,204,309
Red_2E,309,279
Red_2E,279,296
Red_2E,296,389
Red_2E,389,347
Red_2E,347,264
Red_3H,320,30
Red_3H,30,24
Red_3H,24,21
Red_3H,21,15
Red_3H,15,241
Red_3H,241,163
Red_3H,163,137
Red_3H,137,436
Red_3H,436,93
Red_3H,93,34
Red_3H,34,244
Red_3H,244,393
Red_3H,393,306
Red_3H,306,447
Red_3H,447,251
Red_3H,251,210
Red_3H,210,325
Red_3H,325,380
Red_3H,380,171
Red_3H,171,204
Red_3H,204,309
Red_3H,309,279
Red_3H,279,296
Red_3H,296,389
Red_3H,389,347
Red_3H,347,264
Red_3H,264,432
Red_3H,432,418
Red_3H,418,412
Red_3H,412,340
Red_3H,340,401
Red_3H,401,441
Red_3H,441,381
Green_4,459,370
Green_4,370,202
Green_4,202,345
Green_4,345,289
Green_4,289,59
Green_4,59,228
Green_4,228,52
Green_4,52,371
Green_4,371,48
Green_4,48,44
Green_4,44,41
Green_4,41,33
Green_4,33,26
Green_4,26,19
Green_4,19,14
Green_4,14,8
Green_4,8,4
Green_4,4,162
Green_4,162,155
Green_4,155,142
Green_4,142,129
Green_4,129,122
Green_4,122,114
Green_4,114,311
Green_4,311,89
Green_4,89,83
Green_4,83,78
Green_4,78,35
Green_4,35,168
Green_4,168,208
Green_4,208,425
Green_4,425,230
Green_4,230,225
Green_4,225,302
Green_4,302,446
Green_4,446,213
Green_4,213,209
Green_4,209,380
Green_4,380,171
Green_4,171,204
Green_4,204,309
Green_4,309,279
Green_4,279,296
Green_4,296,389
Green_4,389,347
Green_4,347,264
Green_4,264,432
Green_4,432,418
Green_4,418,412
Green_4,412,340
Green_4,340,401
Green_4,401,441
Green_4,441,381
Green_5N,379,76
Green_5N,76,71
Green_5N,71,70
Green_5N,70,317
Green_5N,317,227
Green_5N,227,165
Green_5N,165,400
Green_5N,400,223
Green_5N,223,276
Green_5N,276,451
Green_5N,451,50
Green_5N,50,300
Green_5N,300,422
Green_5N,422,329
Green_5N,329,405
Green_5N,405,331
Green_5N,331,433
Green_5N,433,32
Green_5N,32,33
Green_5N,33,26
Green_5N,26,19
Green_5N,19,155
Green_5N,155,122
Green_5N,122,311
Green_5N,311,35
Green_5N,35,225
Green_5N,225,302
Green_5N,302,446
Green_5N,446,213
Green_5N,213,209
Green_5N,209,380
Green_5N,380,171
Green_5N,171,296
Green_5N,296,402
Green_5N,402,428
Green_5N,428,456
Green_5N,456,249
Green_5N,249,207
Green_5N,207,384
Green_5N,384,285
Green_5E,278,191
Green_5E,191,316
Green_5E,316,399
Green_5E,399,368
Green_5E,368,276
Green_5E,276,451
Green_5E,451,50
Green_5E,50,300
Green_5E,300,422
Green_5E,422,329
Green_5E,329,405
Green_5E,405,331
Green_5E,331,433
Green_5E,433,32
Green_5E,32,33
Green_5E,33,26
Green_5E,26,19
Green_5E,19,155
Green_5E,155,122
Green_5E,122,311
Green_5E,311,35
Green_5E,35,225
Green_5E,225,302
Green_5E,302,446
Green_5E,446,213
Green_5E,213,209
Green_5E,209,380
Green_5E,380,171
Green_5E,171,296
Green_5E,296,402
Green_5E,402,428
Green_5E,428,456
Green_5E,456,249
Green_5E,249,207
Green_5E,207,384
Green_5E,384,285
Green_6,398,226
Green_6,226,365
Green_6,365,452
Green_6,452,463
Green_6,463,237
Green_6,237,395
Green_6,395,417
Green_6,417,369
Green_6,369,280
Green_6,280,454
Green_6,454,328
Green_6,328,357
Green_6,357,275
Green_6,275,274
Green_6,274,265
Green_6,265,224
Green_6,224,86
Green_6,86,19
Green_6,19,14
Green_6,14,8
Green_6,8,4
Green_6,4,162
Green_6,162,155
Green_6,155,142
Green_6,142,129
Green_6,129,122
Green_6,122,114
Green_6,114,311
Green_6,311,89
Green_6,89,83
Green_6,83,78
Green_6,78,35
Green_6,35,168
Green_6,168,208
Green_6,208,425
Green_6,425,230
Green_6,230,225
Magenta_7,288,363
Magenta_7,363,9
Magenta_7,9,3
Magenta_7,3,339
Magenta_7,339,159
Magenta_7,159,149
Magenta_7,149,138
Magenta_7,138,130
Magenta_7,130,460
Magenta_7,460,115
Magenta_7,115,104
Magenta_7,104,99
Magenta_7,99,88
Magenta_7,88,408
Magenta_7,408,259
Magenta_7,259,327
Magenta_7,327,444
Magenta_7,444,311
Magenta_7,311,110
Magenta_7,110,434
Magenta_7,434,91
Teal_A_O,330,271
Teal_A_O,271,61
Teal_A_O,61,56
Teal_A_O,56,51
Teal_A_O,51,448
Teal_A_O,448,42
Teal_A_O,42,38
Teal_A_O,38,29
Teal_A_O,29,22
Teal_A_O,22,18
Teal_A_O,18,12
Teal_A_O,12,238
Teal_A_O,238,2
Teal_A_O,2,161
Teal_A_O,161,153
Teal_A_O,153,148
Teal_A_O,148,136
Teal_A_O,136,121
Teal_A_O,121,111
Teal_A_O,111,101
Teal_A_O,101,92
Teal_A_O,92,72
Teal_A_O,72,27
Teal_A_O,27,449
Teal_A_O,449,426
Teal_A_O,426,231
Teal_A_O,231,243
Teal_A_O,243,303
Teal_A_O,303,322
Teal_A_O,322,336
Teal_A_O,336,326
Teal_A_O,326,351
Teal_A_O,351,254
Teal_A_O,254,297
Teal_A_O,297,390
Teal_A_O,390,348
Teal_A_O,348,439
Teal_A_O,439,409
Teal_A_O,409,413
Teal_A_O,413,220
Teal_A_O,220,355
Teal_A_O,355,443
Teal_A_O,443,421
Teal_A_O,421,283
Teal_A_O,283,314
Teal_A_O,314,147
Teal_A_O,147,157
Teal_A_O,157,414
Teal_A_O,414,7
Teal_A_O,7,11
Teal_A_O,11,392
Teal_A_F,330,271
Teal_A_F,271,61
Teal_A_F,61,56
Teal_A_F,56,51
Teal_A_F,51,448
Teal_A_F,448,42
Teal_A_F,42,38
Teal_A_F,38,29
Teal_A_F,29,22
Teal_A_F,22,18
Teal_A_F,18,12
Teal_A_F,12,238
Teal_A_F,238,2
Teal_A_F,2,161
Teal_A_F,161,153
Teal_A_F,153,148
Teal_A_F,148,136
Teal_A_F,136,121
Teal_A_F,121,111
Teal_A_F,111,101
Teal_A_F,101,92
Teal_A_F,92,72
Teal_A_F,72,27
Teal_A_F,27,449
Teal_A_F,449,426
Teal_A_F,426,231
Teal_A_F,231,243
Teal_A_F,243,303
Teal_A_F,303,322
Teal_A_F,322,336
Teal_A_F,336,326
Teal_A_F,326,351
Teal_A_F,351,254
Teal_A_F,254,297
Teal_A_F,297,390
Teal_A_F,390,348
Teal_A_F,348,439
Teal_A_F,439,409
Teal_A_F,409,413
Teal_A_F,413,220
Teal_A_F,220,355
Teal_A_F,355,443
Teal_A_F,443,421
Teal_A_F,421,283
Teal_A_F,283,314
Teal_A_F,314,147
Teal_A_F,147,157
Teal_A_F,157,414
Teal_A_F,414,166
Teal_A_F,166,167
Teal_A_F,167,324
Teal_A_F,324,216
Teal_A_F,216,197
Teal_A_F,197,196
Teal_A_F,196,195
Teal_A_F,195,194
Teal_A_F,194,193
Teal_A_F,193,284
Teal_A_R,330,271
Teal_A_R,271,61
Teal_A_R,61,56
Teal_A_R,56,51
Teal_A_R,51,448
Teal_A_R,448,42
Teal_A_R,42,38
Teal_A_R,38,29
Teal_A_R,29,22
Teal_A_R,22,18
Teal_A_R,18,12
Teal_A_R,12,238
Teal_A_R,238,2
Teal_A_R,2,161
Teal_A_R,161,153
Teal_A_R,153,148
Teal_A_R,148,136
Teal_A_R,136,121
Teal_A_R,121,111
Teal_A_R,111,101
Teal_A_R,101,92
Teal_A_R,92,72
Teal_A_R,72,27
Teal_A_R,27,449
Teal_A_R,449,426
Teal_A_R,426,231
Teal_A_R,231,243
Teal_A_R,243,303
Teal_A_R,303,322
Teal_A_R,322,336
Teal_A_R,336,326
Teal_A_R,326,351
Teal_A_R,351,254
Teal_A_R,254,297
Teal_A_R,297,390
Teal_A_R,390,348
Teal_A_R,348,439
Teal_A_R,439,409
Teal_A_R,409,413
Teal_A_R,413,220
Teal_A_R,220,355
Teal_A_R,355,443
Teal_A_R,443,421
Teal_A_R,421,283
Teal_A_R,283,314
Teal_A_R,314,147
Teal_A_R,147,157
Teal_A_R,157,414
Teal_A_R,414,166
Teal_A_R,166,167
Teal_A_R,167,324
Teal_A_R,324,216
Teal_A_R,216,198
Teal_A_R,198,199
Teal_A_R,199,192
Teal_A_R,192,415
Orange_B,201,346
Orange_B,346,290
Orange_B,290,58
Orange_B,58,437
Orange_B,437,49
Orange_B,49,47
Orange_B,47,43
Orange_B,43,40
Orange_B,40,37
Orange_B,37,29
Orange_B,29,23
Orange_B,23,18
Orange_B,18,13
Orange_B,13,238
Orange_B,238,2
Orange_B,2,161
Orange_B,161,153
Orange_B,153,148
Orange_B,148,136
Orange_B,136,121
Orange_B,121,131
Orange_B,131,106
Orange_B,106,100
Orange_B,100,90
Orange_B,90,449
Orange_B,449,222
Orange_B,222,313
Orange_B,313,267
Orange_B,267,172
Orange_B,172,133
Orange_B,133,406
Orange_B,406,247
Orange_B,247,385
Orange_B,385,342
Orange_B,342,420
Orange_B,420,215
Teal_C,448,42
Teal_C,42,38
Teal_C,38,29
Teal_C,29,22
Teal_C,22,18
Teal_C,18,12
Teal_C,12,238
Teal_C,238,2
Teal_C,2,161
Teal_C,161,153
Teal_C,153,148
Teal_C,148,136
Teal_C,136,121
Teal_C,121,111
Teal_C,111,101
Teal_C,101,92
Teal_C,92,72
Teal_C,72,27
Teal_C,27,449
Teal_C,449,426
Teal_C,426,231
Teal_C,231,243
Teal_C,243,303
Teal_C,303,322
Teal_C,322,336
Teal_C,336,326
Teal_C,326,351
Teal_C,351,254
Teal_C,254,297
Teal_C,297,390
Teal_C,390,348
Teal_C,348,439
Teal_C,439,409
Teal_C,409,413
Teal_C,413,220
Teal_C,220,355
Teal_C,355,443
Teal_C,443,421
Teal_C,421,283
Orange_D,388,201
Orange_D,201,346
Orange_D,346,290
Orange_D,290,58
Orange_D,58,437
Orange_D,437,49
Orange_D,49,47
Orange_D,47,43
Orange_D,43,40
Orange_D,40,37
Orange_D,37,29
Orange_D,29,23
Orange_D,23,18
Orange_D,18,13
Orange_D,13,238
Orange_D,238,2
Orange_D,2,161
Orange_D,161,153
Orange_D,153,148
Orange_D,148,136
Orange_D,136,121
Orange_D,121,131
Orange_D,131,106
Orange_D,106,100
Orange_D,100,90
Orange_D,90,449
Orange_D,449,222
Orange_D,222,313
Orange_D,313,267
Orange_D,267,173
Orange_D,173,438
Orange_D,438,98
Orange_D,98,404
Orange_D,404,81
Orange_D,81,95
Orange_D,95,158
Orange_D,158,294
Orange_D,294,112
Orange_D,112,117
Orange_D,117,124
Orange_D,124,134
Orange_D,134,143
Orange_D,143,55
Orange_D,55,65
Orange_D,65,186
Orange_D,186,80
Orange_D,80,185
Orange_D,185,256
Teal_E,333,429
Teal_E,429,335
Teal_E,335,214
Teal_E,214,341
Teal_E,341,139
Teal_E,139,292
Teal_E,292,128
Teal_E,128,125
Teal_E,125,458
Teal_E,458,310
Teal_E,310,281
Teal_E,281,332
Teal_E,332,126
Teal_E,126,386
Teal_E,386,105
Teal_E,105,427
Teal_E,427,96
Teal_E,96,407
Teal_E,407,261
Teal_E,261,353
Teal_E,353,108
Teal_E,108,131
Teal_E,131,111
Teal_E,111,101
Teal_E,101,92
Teal_E,92,72
Teal_E,72,27
Teal_E,27,449
Teal_E,449,426
Teal_E,426,231
Teal_E,231,461
Orange_F,334,46
Orange_F,46,397
Orange_F,397,430
Orange_F,430,214
Orange_F,214,341
Orange_F,341,139
Orange_F,139,292
Orange_F,292,332
Orange_F,332,68
Orange_F,68,416
Orange_F,416,352
Orange_F,352,118
Orange_F,118,106
Orange_F,106,100
Orange_F,100,90
Orange_F,90,73
Orange_F,73,28
Orange_F,28,449
Orange_F,449,222
Orange_F,222,63
Orange_F,63,269
Orange_F,269,277
Orange_F,277,462
Orange_F,462,336
Orange_F,336,205
Orange_F,205,236
Orange_F,236,423
Orange_F,423,98
Orange_F,98,132
Orange_F,132,36
Orange_F,36,295
Orange_F,295,248
Orange_F,248,270
Orange_F,270,54
Orange_F,54,176
Orange_F,176,187
Orange_F,187,179
Orange_F,179,180
Orange_F,180,343
Orange_F,343,182
Orange_F,182,184
Orange_F,184,378
Orange_F,378,450
Orange_F,450,256
Green_G,260,67
Green_G,67,315
Green_G,315,376
Green_G,376,362
Green_G,362,219
Green_G,219,287
Green_G,287,373
Green_G,373,203
Green_G,203,252
Green_G,252,255
Green_G,255,304
Green_G,304,326
Green_G,326,205
Green_G,205,236
Green_G,236,423
Green_G,423,98
Green_G,98,132
Green_G,132,36
Green_G,36,295
Green_G,295,248
Brown_J,333,429
Brown_J,429,17
Brown_J,17,10
Brown_J,10,6
Brown_J,6,457
Brown_J,457,150
Brown_J,150,140
Brown_J,140,266
Brown_J,266,263
Brown_J,263,387
Brown_J,387,253
Brown_J,253,442
Brown_J,442,164
Brown_J,164,220
Brown_J,220,245
Brown_J,245,318
Brown_J,318,307
Brown_J,307,350
Brown_J,350,372
Brown_J,372,286
Brown_J,286,358
Brown_J,358,321
Brown_J,321,361
Brown_J,361,282
Brown_J,282,212
Brown_J,212,233
Brown_J,233,242
Brown_J,242,305
Brown_J,305,217
Silver_L,27,28
Silver_L,28,35
Silver_L,35,85
Silver_L,85,1
Silver_L,1,200
Silver_L,200,359
Silver_L,359,308
Silver_L,308,312
Silver_L,312,366
Silver_L,366,367
Silver_L,367,338
Silver_L,338,268
Silver_L,268,374
Silver_L,374,319
Silver_L,319,455
Silver_L,455,229
Silver_L,229,221
Silver_L,221,174
Silver_L,174,431
Silver_L,431,356
Silver_L,356,382
Silver_L,382,273
Silver_L,273,235
Orange_M,292,128
Orange_M,128,125
Orange_M,125,458
Orange_M,458,310
Orange_M,310,281
Orange_M,281,332
Orange_M,332,126
Orange_M,126,386
Orange_M,386,105
Orange_M,105,427
Orange_M,427,96
Orange_M,96,407
Orange_M,407,261
Orange_M,261,353
Orange_M,353,108
Orange_M,108,106
Orange_M,106,100
Orange_M,100,90
Orange_M,90,73
Orange_M,73,28
Orange_M,28,449
Orange_M,449,222
Orange_M,222,282
Orange_M,282,361
Orange_M,361,321
Orange_M,321,358
Orange_M,358,286
Orange_M,286,372
Orange_M,372,240
Orange_M,240,349
Orange_M,349,375
Orange_M,375,419
Orange_M,419,291
Orange_M,291,301
Orange_M,301,364
Yellow_N,170,169
Yellow_N,169,87
Yellow_N,87,218
Yellow_N,218,94
Yellow_N,94,97
Yellow_N,97,408
Yellow_N,408,354
Yellow_N,354,109
Yellow_N,109,119
Yellow_N,119,107
Yellow_N,107,435
Yellow_N,435,90
Yellow_N,90,82
Yellow_N,82,74
Yellow_N,74,35
Yellow_N,35,146
Yellow_N,146,403
Yellow_N,403,232
Yellow_N,232,250
Yellow_N,250,258
Yellow_N,258,411
Yellow_N,411,453
Yellow_N,453,262
Yellow_N,262,337
Yellow_N,337,267
Yellow_N,267,171
Yellow_N,171,438
Yellow_N,438,98
Yellow_N,98,404
Yellow_N,404,81
Yellow_N,81,95
Yellow_N,95,103
Yellow_N,103,116
Yellow_N,116,120
Yellow_N,120,145
Yellow_N,145,293
Yellow_N,293,383
Yellow_N,383,53
Yellow_N,53,64
Yellow_N,64,188
Yellow_N,188,344
Yellow_N,344,183
Yellow_N,183,154
Yellow_N,154,256
Yellow_Q,160,151
Yellow_Q,151,135
Yellow_Q,135,352
Yellow_Q,352,119
Yellow_Q,119,107
Yellow_Q,107,435
Yellow_Q,435,90
Yellow_Q,90,82
Yellow_Q,82,74
Yellow_Q,74,35
Yellow_Q,35,146
Yellow_Q,146,403
Yellow_Q,403,232
Yellow_Q,232,267
Yellow_Q,267,172
Yellow_Q,172,133
Yellow_Q,133,406
Yellow_Q,406,396
Yellow_Q,396,247
Yellow_Q,247,206
Yellow_Q,206,257
Yellow_Q,257,385
Yellow_Q,385,175
Yellow_Q,175,177
Yellow_Q,177,178
Yellow_Q,178,342
Yellow_Q,342,181
Yellow_Q,181,377
Yellow_Q,377,420
Yellow_Q,420,215
Yellow_Q,215,391
Yellow_Q,391,450
Yellow_Q,450,256
Yellow_R,292,128
Yellow_R,128,125
Yellow_R,125,458
Yellow_R,458,310
Yellow_R,310,281
Yellow_R,281,332
Yellow_R,332,126
Yellow_R,126,386
Yellow_R,386,105
Yellow_R,105,427
Yellow_R,427,96
Yellow_R,96,407
Yellow_R,407,354
Yellow_R,354,109
Yellow_R,109,119
Yellow_R,119,107
Yellow_R,107,435
Yellow_R,435,90
Yellow_R,90,82
Yellow_R,82,74
Yellow_R,74,35
Yellow_R,35,146
Yellow_R,146,403
Yellow_R,403,232
Yellow_R,232,250
Yellow_R,250,258
Yellow_R,258,411
Yellow_R,411,453
Yellow_R,453,262
Yellow_R,262,337
Yellow_R,337,267
Yellow_R,267,172
Yellow_R,172,438
Yellow_R,438,98
Yellow_R,98,404
Yellow_R,404,81
Yellow_R,81,95
Yellow_R,95,103
Yellow_R,103,116
Yellow_R,116,120
Yellow_R,120,189
Yellow_R,189,141
Yellow_R,141,152
Yellow_R,152,190
Yellow_W,170,169
Yellow_W,169,87
Yellow_W,87,218
Yellow_W,218,94
Yellow_W,94,97
Yellow_W,97,408
Yellow_W,408,354
Yellow_W,354,109
Yellow_W,109,119
Yellow_W,119,107
Yellow_W,107,435
Yellow_W,435,90
Yellow_W,90,82
Yellow_W,82,74
Yellow_W,74,35
Yellow_W,35,146
Yellow_W,146,403
Yellow_W,403,232
Yellow_W,232,250
Yellow_W,250,258
Yellow_W,258,411
Yellow_W,411,453
Brown_Z,333,429
Brown_Z,429,17
Brown_Z,17,6
Brown_Z,6,457
Brown_Z,457,140
Brown_Z,140,263
Brown_Z,263,387
Brown_Z,387,442
Brown_Z,442,164
Brown_Z,164,220
Brown_Z,220,307
Brown_Z,307,372
Brown_Z,372,361
Brown_Z,361,282
Brown_Z,282,212
Brown_Z,212,233
Brown_Z,233,242
Brown_Z,242,305
Brown_Z,305,217
Silve_S_42,102,311
Silve_S_F,298,394
Silve_S_F,394,211
Silve_S_F,211,406
Silve_S_R,216,198
Silve_S_R,198,199
Silve_S_R,199,192
Silve_S_R,192,415
