ID,Node,Lat,Lon
102,Monroe (Red Line),41.880062,-87.627701
103,Monroe (Blue Line),41.880208,-87.629454
104,Montrose,41.961471,-87.743613
105,Montrose,41.961749,-87.675197
106,Morgan,41.885609,-87.651905
107,Morse,42.008283,-87.665953
108,North/Clybourn,41.910738,-87.648916
109,Noyes,42.058197,-87.683466
110,O'Hare,41.977664,-87.904223
111,Oak Park (Blue Line),41.872089,-87.791551
112,Oak Park (Green Line),41.887039,-87.793887
113,Oakton–Skokie,42.027681,-87.747768
114,Paulina,41.943753,-87.67085
115,Polk,41.87155,-87.66953
116,Pulaski (Blue Line),41.873867,-87.727928
117,Pulaski (Green Line),41.885412,-87.725405
118,Pulaski (Orange Line),41.800015,-87.724132
119,Pulaski (Pink Line),41.853866,-87.724444
120,Quincy,41.87873,-87.633851
121,Racine,41.875886,-87.657162
122,Randolph/Wabash,41.88443,-87.62615
123,Ridgeland,41.887168,-87.783661
124,Rockwell,41.966218,-87.694057
125,Roosevelt,41.867433,-87.62664
126,Rosemont,41.983564,-87.859471
127,Sedgwick,41.910375,-87.638844
128,Sheridan,41.953854,-87.654987
129,South Blvd.,42.027539,-87.678442
130,Southport,41.943869,-87.663522
131,Sox–35th,41.831145,-87.630671
132,State/Lake,41.885819,-87.627942
133,Thorndale,41.990248,-87.659048
134,UIC–Halsted,41.875509,-87.648503
135,Washington,41.883373,-87.629758
136,Washington/Wells,41.882637,-87.633782
137,Wellington,41.93624,-87.653418
138,Western (1909 N),41.915994,-87.687033
139,Western (430 S),41.875518,-87.688441
140,Western (Brown Line),41.966307,-87.688475
141,Western (Orange Line),41.804693,-87.684349
142,Western (Pink Line),41.854377,-87.685088
143,Wilson,41.965412,-87.657935
